code;pk;name;Activity_Number;Activity_Title;Activity_Description;Activity_Details;$/€ 
UV;8796163276801;Marriott's Frenchman's Cove;Activity 2;Float Races;Join us in the pool for this exciting race.;All Ages;
UV;8796163276801;Marriott's Frenchman's Cove;Activity 3;Tie Dye T-Shirts;Create a colorful souvenir. Adult & child sizes available.;All Ages;$
UV;8796163276801;Marriott's Frenchman's Cove;Activity 4;Bingo;Different types of bingo all week.;All Ages;$
UV;8796163276801;Marriott's Frenchman's Cove;Activity 5;Sundae Creations;2 scoops and unlimited toppings.;All Ages;$
UV;8796163276801;Marriott's Frenchman's Cove;Activity 6;Ping Pong;Join us for a classic tournament.;Teens & Adults.;
UV;8796163276801;Marriott's Frenchman's Cove;Activity 7;60 Seconds or Less;See if you can complete the task in under a minute!;All Ages;
UV;8796163276801;Marriott's Frenchman's Cove;Activity 8;Craft Hour;Choose from painting, beaded bracelets and more.;All Ages;$
UV;8796163276801;Marriott's Frenchman's Cove;Activity 9;Zingo Bingo;Just like bingo, but this one's for kids!;Kids;
UV;8796163276801;Marriott's Frenchman's Cove;Activity 10;Name That Tune;Try to name the songs and artists of each song.;All Ages;
UV;8796163276801;Marriott's Frenchman's Cove;Activity 11;Mixology;Learn the history of Cruzan Rum and see if you can make a winning drink.;Adults;
UV;8796163276801;Marriott's Frenchman's Cove;Activity 12;Gender Showdown;Join us for a friendly competition of males vs. females.;Adults;
UV;8796163276801;Marriott's Frenchman's Cove;Activity 13;Corn Hole Tournament;Join us for some fun in the sun.;Teens/Adults;
UV;8796163276801;Marriott's Frenchman's Cove;Activity 14;Shopping Seminar;Learn about the island shopping with mimosas, special offers and VIP cards.;Teens/Adults;
UV;8796163276801;Marriott's Frenchman's Cove;Activity 15;Root Beer Floats;Satisfy your sweet tooth. Your choice for a refillable souvenir cup.;All Ages;$
UV;8796163276801;Marriott's Frenchman's Cove;Activity 16;Jenga Challenge;Try not to be the one who makes it fall!;All Ages;
UV;8796163276801;Marriott's Frenchman's Cove;Activity 17;Shopping Bazaar;Local vendors, complimentary rum punch, and raffle prizes!;All Ages;
UV;8796163276801;Marriott's Frenchman's Cove;Activity 18;Intro to Snorkeling;Learn the basics of snorkeling in the pool.;8 years+;
UV;8796163276801;Marriott's Frenchman's Cove;Activity 19;Rum Hunt;Bring your goggles for a rum-inspired treasure hunt.;Adults;
UV;8796163276801;Marriott's Frenchman's Cove;Activity 20;Splash Bash;Over 60 minutes of pool games and lots of prizes.;All Ages;
UV;8796163276801;Marriott's Frenchman's Cove;Activity 21;Hassel Island DVD;Short film documenting the history of Hassel Island.;Adults;
UV;8796163276801;Marriott's Frenchman's Cove;Activity 22;Not So Newlywed;See how well you know your other half.;Adults;
UV;8796163276801;Marriott's Frenchman's Cove;Activity 23;Complimentary Throw Contest;See who can make the most hoops.;All Ages;
UV;8796163276801;Marriott's Frenchman's Cove;Activity 24;Pub Trivia;Test your knowledge with a night of trivia.;All Ages;
UV;8796163276801;Marriott's Frenchman's Cove;Activity 25;Candy Sushi;Looks like sushi, tastes like candy!;Kids.;$
UV;8796163276801;Marriott's Frenchman's Cove;Activity 26;Charades;See if you can guess what the others are acting out.;All Ages;
UV;8796163276801;Marriott's Frenchman's Cove;Activity 27;Virgin Islands Trivia;Test your USVI knowledge.;Teens/Adults;
UV;8796163276801;Marriott's Frenchman's Cove;Activity 28;Family Feud;Bring the family for this fun competition.;All Ages;
UV;8796163276801;Marriott's Frenchman's Cove;Activity 29;Karaoke;Show off your singing skills. Fun for all ages.;All Ages;
UV;8796163276801;Marriott's Frenchman's Cove;Activity 30;Scavenger Hunt;Try to find all of the items on the list.;All Ages;
UV;8796163276801;Marriott's Frenchman's Cove;Activity 31;Musical Chairs;See if you can make it to the last chair.;All Ages;
UV;8796163276801;Marriott's Frenchman's Cove;Activity 32;Treasure Dive;See who can find the most treasure.;All Ages;
UV;8796163276801;Marriott's Frenchman's Cove;Activity 33;Rum Ring Toss;Try your luck with this ring toss!;Adults;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 1;Pop Tarts and Cartoon Morning;Eat a treat while enjoying some early morning cartoons!;All Ages;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 2;clubTHRIVE: aquaFIT;This class burns calories while spending time in the pool.;Teens/Adults;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 3;reNEW: Stretch;Relax and start your day off right by stretching out your muscles!;Teens/Adults;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 4;clubTHRIVE: aquaJIVE;Join us for an aqua party and dance those calories away!;Teens/Adults;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 5;clubTHRIVE: discoverNATURE;Join us for a walk around the property and learn about the flora and fauna.;All Ages;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 6;Poolside Bingo;Test your luck poolside for a chance to win!;All Ages;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 7;Ice Cream Social;Enjoy a sweet bowl of ice cream with toppings.;All Ages;$
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 8;Tie Dye T-shirts;Design a groovy t-shirt with cool tie dye art!;All Ages;$
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 9;Piggy Bank Painting;Get creative and paint your very own piggy bank!;All Ages;$
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 10;Bourbon Tasting;Relax and socialize as you sip three different types of bourbon.;Adults 21+;$
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 11;Campfire S'mores;Join us by the fire pit to roast marshmallows.;All Ages;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 12;Family Movie Night;"Enjoy a family night in the Breezeway for ""MOVIE TITLE.""";All Ages;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 13;TV Theme Song Trivia;Do you know all of these TV theme songs?;All Ages;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 14;Kids Science Lab;Join us to create some gooey slime!;All Ages;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 15;Candy Sushi;Come and make your own dessert sushi;All Ages;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 16;Mixology;Craft and enjoy your own martini beverage!;Adults 21+;$
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 17;Local Beer Tasting;Join us to taste some local craft beers.;Adults 21+;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 18;Waterslide After Hours;Can you handle the slides when the sun goes down?;All ages, glowsticks provided and music played.;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 19;Monday Morning Mimosas;Relax on a Monday morning with a mimosa!;Adults 21+;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 20;Poker Tournament;Meet us in the Marketplace for Texas Hold'Em.;Ages 18+;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 21;Barstool Bingo;Try your luck at Bingo!;Adults 18+;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 22;Live Music: Ruth King;Join us for Live Entertainment from Ruth King at Blossoms Bar and Grill!;All ages, Mondays 5 p.m.-7 p.m.- Guitar;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 23;Live Music: Pat Frost;Enjoy live entertainment with Pat Frost.;All ages, Tuesdays 5 p.m.-7 p.m.- Island Tones/Steel Drummer;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 24;Sugar Scrub Making;Meet us in the Treehouse for an activity to help scrub your worries away!;Teen/Adult;$
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 25;Name That Tune;Test your knowledge to win a prize!;All Ages;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 26;Wine Glass Painting;Personalize your own wine glass!;Adults 18+;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 27;Craft Hour;Come be creative and design your very own craft!;Price Varies-All ages;$
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 28;Ice Cream Making;Shake up your ice cream from scratch!;All Ages;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 29;Brownie in a Bowl;Come make this classic sweet treat from scratch!;All Ages;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 30;Healthy Habit Smoothie Bar;Join us to learn how to create a mixture that leaves you feeling GREAT!;Teens/Adults;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 31;Plaza d'Pasta;Enjoy a custom-made pasta with our Food and Beverage Team.;;$
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 32;Family Game Night;Join the Activities team for a variety of board game fun!;All ages/family;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 33;Sips from Sicily;Experience five different wines from Italy!;Adults 21+;$
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 34;Candle Making;Join us to make your own seasonally scented candle!;Teen/Adult;$
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 35;Barstool Trivia;Enjoy an afternoon at Blossoms while testing your luck with trivia to win a prize!;Adults 18+;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 36;Blind Chocolate Tasting;Know your chocolate? Test your taste buds to prove it!;All ages;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 37;Paella Making Demonstration;Join our Food and Beverage team as we go through step by step to create this dish!;Complimentary Demo- All ages, Plates available for purchase;$
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 38;Sangria Social;Enjoy a relaxing evening around the fire pit while sipping sangria.;Adults 21+;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 39;Live Music: Flamenco Guitarist;What better way to enjoy your Sangria than with entertainment!;All Ages;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 40;Puffy Paint;Come make the paint and then the picture!;Kids 4+;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 41;Salsa Making;Get a taste of you own home-made salsa!;Adults 18+;
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 42;Kid's Night In;Kids, take a night off from your parents!;Ages 4-12 - Reservations required, pizza and craft included;$
LR;8796163276801;Marriott's Lakeshore Reserve;Activity 43;Blind Beer Tasting;How well do you know your beers?;Adults 21+;
SU;8796163276801;Marriott's Sunset Pointe;Activity 1;Welcome Breakfast;Healthy start breakfast for the week, complimentary.;Family ;
SU;8796163276801;Marriott's Sunset Pointe;Activity 2;Mimosa Social;Drinking favorite brunch cocktail with other Owners and guests, complimentary.;Adults ;
SU;8796163276801;Marriott's Sunset Pointe;Activity 3;Bingo;Play this family favorite for your chance for a prize! ;Family ;$
SU;8796163276801;Marriott's Sunset Pointe;Activity 4;Wii Hour;Open play, unsupervised.;Family ;
SU;8796163276801;Marriott's Sunset Pointe;Activity 5;Popcorn Bar;Popcorn and flavored salt toppings, complimentary.;Family ;
SU;8796163276801;Marriott's Sunset Pointe;Activity 6;Starfish Painting;Great souvenir from the area-  ;Family ;$
SU;8796163276801;Marriott's Sunset Pointe;Activity 7;Wine Glass Painting;Creative painting, great gift idea or souvenir.;Adults ;$
SU;8796163276801;Marriott's Sunset Pointe;Activity 8;Trip toHarborTown;Shuttle to see the lighthouse, shops and restaurants, complimentary.;Weather permitting, family;
SU;8796163276801;Marriott's Sunset Pointe;Activity 9;Wine and Cheese Social;Mingle with other Owners and guests, complimentary wine and cheese.;Family, wine for adults;
SU;8796163276801;Marriott's Sunset Pointe;Activity 10;Cookout;Great lunch option on site, fresh grilled items.;Family;$
SU;8796163276801;Marriott's Sunset Pointe;Activity 11;S'mores;Roast your own marshmallows over the fire for this favorite! Complimentary.;Family, weather permitting;
SU;8796163276801;Marriott's Sunset Pointe;Activity 12;Iron Chef;Try your best with the secret ingredient, competition, complimentary.;Family;
SU;8796163276801;Marriott's Sunset Pointe;Activity 13;Farmers Market Trip;Shuttle to the local farmers market.;Family, weather permitting;$
SU;8796163276801;Marriott's Sunset Pointe;Activity 14;Pancake Breakfast;Fresh pancakes, donations for Children's Miracle Network accepted.;Family;
SU;8796163276801;Marriott's Sunset Pointe;Activity 15;Sea Shell Frames;A great beachy souvenir!  ;Family/kids;$
SU;8796163276801;Marriott's Sunset Pointe;Activity 16;Ice Cream Social;Who doesn't love ice cream?;Family;
SU;8796163276801;Marriott's Sunset Pointe;Activity 17;Welcome Social;Mingle with other Owners and guests, complimentary drinks and snacks.;Family, adult beverages ;
SU;8796163276801;Marriott's Sunset Pointe;Activity 18;Hilton Head Distillery Tour;Shuttle to the local vodka and rum distillery, tour facility, taste samples.  ;Adults ;$
SU;8796163276801;Marriott's Sunset Pointe;Activity 19;Canvas Bag Decorating;Decorate a canvas bag with puffy paints! Great to put all of your items in.  ;Family/kids;$
SU;8796163276801;Marriott's Sunset Pointe;Activity 20;DIY Coasters;Make your own drink coaster.  ;Family/kids;$
SU;8796163276801;Marriott's Sunset Pointe;Activity 21;DIY Candle Votive Decorating;Decorate a mason jar to hold a tea light candle.  ;Family/kids;$
SU;8796163276801;Marriott's Sunset Pointe;Activity 22;Candle Decorating;Create your own design on a tall candle votive.;Family/kids;$
SU;8796163276801;Marriott's Sunset Pointe;Activity 23;Day Sugar Body Scrub;Great for gifts, make your own scent.  ;Family/kids;$
SU;8796163276801;Marriott's Sunset Pointe;Activity 24;DIY Soap;Melt, dye, and add scent to your own soap! ;Family/kids;$
SU;8796163276801;Marriott's Sunset Pointe;Activity 25;Creative Ceramics;Paint your own ceramics pieces to get fired in a local kiln, finished products delivered back to the resort!  ;Family/kids;$
HP;8796163276801;Marriott's Harbour Point;Activity 1;Welcome Breakfast;Healthy start breakfast for the week. ;Family ;
HP;8796163276801;Marriott's Harbour Point;Activity 2;Mimosa Social;Drinking favorite brunch cocktail with other Owners and guests.;Adults ;
HP;8796163276801;Marriott's Harbour Point;Activity 3;Bingo;Play this family favorite for your chance for a prize!  ;Family ;$
HP;8796163276801;Marriott's Harbour Point;Activity 4;Wii Hour;Open play, unsupervised.;Family ;
HP;8796163276801;Marriott's Harbour Point;Activity 5;Popcorn Bar;Popcorn and flavored salt toppings.;Family ;
HP;8796163276801;Marriott's Harbour Point;Activity 6;Starfish Painting;Great souvenir from the area.;Family ;$
HP;8796163276801;Marriott's Harbour Point;Activity 7;Wine Glass Painting;Creative painting, great gift idea or souvenir.;Adults ;$
HP;8796163276801;Marriott's Harbour Point;Activity 8;Trip to Harbour Town;Shuttle to see the lighthouse, shops and restaurants.;Weather permitting, family;
HP;8796163276801;Marriott's Harbour Point;Activity 9;Wine and Cheese Social;Mingle with other Owners and guests, complimentary wine and cheese.;Family, wine for adults;
HP;8796163276801;Marriott's Harbour Point;Activity 10;Cookout;Great lunch option on site, fresh grilled items;Family;$
HP;8796163276801;Marriott's Harbour Point;Activity 11;S'mores;Roast your own marshmallows over the fire for this favorite! ;Family, weather permitting;
HP;8796163276801;Marriott's Harbour Point;Activity 12;Iron Chef;Try your best with the secret ingredient, competition.;Family;
HP;8796163276801;Marriott's Harbour Point;Activity 13;Farmers Market Trip;Shuttle to the local farmers market.;Family, weather permitting;$
HP;8796163276801;Marriott's Harbour Point;Activity 14;Pancake Breakfast;Fresh pancakes, donations for Children's Miracle Network accepted.;Family;
HP;8796163276801;Marriott's Harbour Point;Activity 15;Sea Shell Frames;A great beachy souvenir!  ;Family/kids;$
HP;8796163276801;Marriott's Harbour Point;Activity 16;Ice Cream Social;Who doesn't love ice cream?;Family;
HP;8796163276801;Marriott's Harbour Point;Activity 17;Welcome Social;Mingle with other Owners and guests, complimentary drinks and snacks.;Family, adult beverages ;
HP;8796163276801;Marriott's Harbour Point;Activity 18;Hilton Head Distillery Tour;Shuttle to the local vodka and rum distillery, tour facility, taste samples. ;Adults ;$
HP;8796163276801;Marriott's Harbour Point;Activity 19;Canvas Bag Decorating;Decorate a canvas bag with puffy paints! Great to put all of your items in.  ;Family/kids;$
HP;8796163276801;Marriott's Harbour Point;Activity 20;DIY Coasters;Make your own drink coaster.  ;Family/kids;$
HP;8796163276801;Marriott's Harbour Point;Activity 21;DIY Votive Candle Decorating;Decorate a mason jar to hold a tea light candle, *cost may be affiliated.*;Family/kids;$
HP;8796163276801;Marriott's Harbour Point;Activity 22;Candle Decorating;Create your own design on a tall votive candle.  ;Family/kids;$
HP;8796163276801;Marriott's Harbour Point;Activity 23;Day Sugar Body Scrub;Great for gifts, make your own scent.  ;Family/kids;$
HP;8796163276801;Marriott's Harbour Point;Activity 24;DIY Soap;Melt, dye, and add scent to your own soap!  ;Family/kids;$
HP;8796163276801;Marriott's Harbour Point;Activity 25;Creative Ceramics;Paint your own ceramics pieces to get fired in a local kiln, finished products delivered back to the resort!  ;Family/kids;$
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 1;Pancake Breakfast;Join us in the lobby for fresh made pancakes!;;
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 2;Build-a-Buddy;Create your very own stuffed animal!;;$ 
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 3;Open Craft Hour;A time to enjoy making crafts or any of our fun-to-do activity crafts!;Prices Vary;$
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 4;Sugar Scrub & Scented Bath Salts;Create your very own sugar scrub! Mix and match all different kinds of scented bath salts!;;$
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 5;Poolside Bingo;Bingo around the pool with prizes!;;
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 6;Glass Etching Creations;Etch/burn fun stenciled designs onto wine, beer or goblet glasses!;;$ 
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 7;Tie Dye T-Shirts;Tie-dye a Marriott Legends Edge t-shirt with 3 different designs!;;$
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 8;Super Happy Hour Game Day Drink Specials;Super Happy Hour prices on beer, wine & slushies!;;$
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 9;Brownie Mugs;Make your own edible creation with a brownie in your mug!;;$
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 10;Bay Point Discovery Golf Cart Tour;Enjoy a nice golf cart ride around Bay Point to discover the area!;;
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 11;Apple Dessert Topping Bar;Slice and top red or green apples with delicious items!;;
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 12;Poolside Trivia;Join us poolside for an exciting trivia competition! ;;
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 13;Happy Hour Beer/Slushies;Happy Hour prices!;Can beer, draft beer ;$ 
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 14;The Relationship Game;Let us see just how much you know about your partner in this game! ;;
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 15;Build & Bake Gourmet Pizza;Enjoy an endless topping bar for your pizza to bake in your room!;;$
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 16;Bike Around Bay Point;Enjoy a nice bike ride through the residential areas of Bay Point.;;
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 17;reNEW: Morning Stretch ;Enjoy a nice stretch to get your day started!;;
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 18;Salsa Making;Chop, dice and mix your very own salsa from scratch!;;$ 
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 19;Popsicle Power Hour;Enjoy a nice frozen treat!;;
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 20;Swing Dance Social/Lessons;Come enjoy a simple and easy swing dance lesson. ;;
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 21;Smore's Galore;Enjoy our campfire with a tasty treat!;;
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 22;Marriott's Great Grillout;Join us poolside and place your order for some delicious fire-grilled food!;Prices Vary;$ 
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 23;Dive-In Movie;Enjoy a movie as you swim around and enjoy the pool!;;
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 24;Craft Beer Tasting/Presentation;Learn and enjoy beer as we taste multiple craft beers!;;$ 
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 25;Historic Southern Stories with Norma;Join Norma as she tells tales of how the old times used to be!;;
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 26;Wine & Cheese Social;Enjoy wine, cheese and crackers as we listen to music and relax by the pool!;;
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 27;Complimentary Draft Beer Flight;Enjoy a flight of our select draft beers, as well as Happy Hour prices!;;$
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 28;Legends Cinema Movie;Enjoy a movie in our theater room meant for a fun movie experience!;;
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 29;MOVE: aquaFIT;Join our fitness instructor at the pool as they help keep you fit!;;
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 30;MOVE: aquaJIVE;Dance inspired aquaFIT class!;;
LE;8796163276801;Marriott's Legends Edge at Bay Point;Activity 31;MOVE: JIVE;Dance inspired fitness class!;;
CV;8796163276801;Marriott's Canyon Villas;Activity 1;Arizona Salsa Making;Make your own salsa from scratch!;Reservations Required. Ages 16+ ;
CV;8796163276801;Marriott's Canyon Villas;Activity 2;Arizona Craft Beer Tasting;Learn about our assortment of craft beers brewed in Arizona. ;Ages 21+;
CV;8796163276801;Marriott's Canyon Villas;Activity 3;Ice Cream Making;Learn how to make your own ice cream from three basic ingredients. ;All Ages;
CV;8796163276801;Marriott's Canyon Villas;Activity 4;Caramel Apples;Enjoy this sweet treat and add your favorite toppings. ;All Ages;
CV;8796163276801;Marriott's Canyon Villas;Activity 5;Make Your Own Spice Rub;Learn about some commonly used spices and herbs to make your own rub to spice up your dinner.;Ages 16+;
CV;8796163276801;Marriott's Canyon Villas;Activity 6;Wine & Design ;Paint your own Sonoran desert sunset on a canvas while sipping wine. ;Ages 21+, Reservations Required;$ 
